ensgene,logFC,AveExpr,t,P.Value,adj.P.Val,B,DEgene,Test
MSTRG.26978|GSPT2,0.073471753,2.646140962,0.447717558,0.664082447,0.925135325,-4.685440982,,FALSE
MSTRG.18328|TMA7,0.073382452,5.682532517,0.558338098,0.589130249,0.900124,-4.753478263,,FALSE
MSTRG.13073|CHAF1A,0.073286806,2.590164656,0.363363583,0.724041976,0.943513269,-4.690392784,,FALSE
MSTRG.27540|F8A3,0.073273912,2.477760798,0.474166417,0.645759746,0.9224831,-4.680218101,,FALSE
MSTRG.12957|GPX4,0.073190533,6.533326824,0.584601378,0.572015966,0.895571414,-4.740445917,,FALSE
MSTRG.20636|TARS,0.072933726,5.176838197,0.56476336,0.584918021,0.898487226,-4.751912795,,FALSE
ENSG00000103021,0.072929815,2.554165355,0.379720656,0.712244482,0.94060547,-4.689886822,,FALSE
MSTRG.16134|EIF4E2,0.072929456,5.741197812,0.259645942,0.800505087,0.961442922,-4.798596736,,FALSE
MSTRG.13517|SUGP1,0.072895603,3.572103595,0.520042618,0.614567148,0.913810379,-4.719324383,,FALSE
MSTRG.4318|OR10Y1P|STX3,0.072865645,3.246565532,0.426217037,0.679151363,0.929023766,-4.716935965,,FALSE
MSTRG.19612|WDR1,0.072843735,6.254052575,0.699202428,0.500668745,0.86957627,-4.718222885,,FALSE
MSTRG.9744|ARL6IP1|RP11-1035H13.3|RPS15A,0.072786,7.98601896,0.34608495,0.736587156,0.94617942,-4.760913445,,FALSE
MSTRG.11810|XYLT2,0.072636975,2.940178383,0.40116164,0.696900771,0.936527502,-4.703785319,,FALSE
MSTRG.5265|NINJ2,0.072546136,2.105802224,0.232008942,0.821299712,0.966217287,-4.67590834,,FALSE
MSTRG.18294|CCDC12,0.072495589,3.584519289,0.666039836,0.520741041,0.8785621,-4.689021474,,FALSE
MSTRG.4035|RP11-466H18.1,0.0724565,3.469685616,0.630592807,0.542718566,0.885021228,-4.689987532,,FALSE
MSTRG.9539|DNASE1,0.072451744,2.150455112,0.275135741,0.788920377,0.958702073,-4.679660555,,FALSE
MSTRG.25347|TBC1D31,0.072431425,0.795286343,0.274233747,0.789593522,0.958845271,-4.644494895,,FALSE
MSTRG.7890|JDP2,0.072373405,3.227009602,0.300830785,0.76982333,0.955263896,-4.7268105,,FALSE
ENSG00000182986,0.072233849,2.930807185,0.31807278,0.757097987,0.951407605,-4.712944887,,FALSE
MSTRG.23321|DAGLB|KDELR2,0.072231128,5.073338918,0.597448844,0.563744647,0.892616286,-4.74455961,,FALSE
MSTRG.26670|MT-TG,0.072186323,3.504123172,0.269045582,0.79346889,0.959999171,-4.744194582,,FALSE
MSTRG.2403|EPHX1,0.07217216,5.700188618,0.266431234,0.795423962,0.960119779,-4.79807682,,FALSE
ENSG00000116117,0.072166083,2.654840568,0.420552461,0.683146679,0.931243986,-4.688772899,,FALSE
MSTRG.12191|MYO15B,0.072165373,4.894573959,0.615936019,0.551960605,0.888834844,-4.739105684,,FALSE
MSTRG.7829|NUMB,0.072090273,4.434387037,0.63473597,0.540122312,0.884195458,-4.728077133,,FALSE
MSTRG.27342|CUL4B,0.072051962,4.193270425,0.671870684,0.517177253,0.87712903,-4.71453231,,FALSE
MSTRG.24007|SRRT,0.072010357,4.833354041,0.512931628,0.619351693,0.91431924,-4.759462364,,FALSE
ENSG00000205363,0.071969989,0.204538069,0.148151383,0.885224535,0.980419765,-4.63492041,,FALSE
MSTRG.20657|NIPBL,0.071924371,4.948805568,0.735373451,0.479326046,0.861876895,-4.711575305,,FALSE
MSTRG.13891|ZNF225,0.07191938,1.23283721,0.307640965,0.764788282,0.954132885,-4.653316223,,FALSE
MSTRG.13057|DAPK3|MIR637,0.071823976,5.611177737,0.60638353,0.558031999,0.891651725,-4.743422003,,FALSE
ENSG00000148057,0.071820235,0.180254865,0.26059357,0.799794867,0.961211375,-4.632640711,,FALSE
MSTRG.7532|AL139099.2|AL139099.3|RN7SL1,0.071785093,1.162959652,0.182890462,0.858608791,0.978119639,-4.652662574,,FALSE
ENSG00000003400,0.07173414,2.583647603,0.417254218,0.685477742,0.933015399,-4.690058635,,FALSE
MSTRG.26410|PKN3,0.07168168,2.153753955,0.353731777,0.731024854,0.944517164,-4.672669381,,FALSE
MSTRG.20337|PLRG1,0.071681004,4.724766673,0.711007519,0.493639494,0.866130922,-4.714066142,,FALSE
MSTRG.22661|CFAP206|RP3-382I10.7|SLC35A1,0.071644166,3.272186824,0.373543532,0.716690546,0.941790396,-4.721878717,,FALSE
MSTRG.4723|AP001372.2|POLD3,0.071521901,2.748792236,0.338641532,0.742016915,0.947472505,-4.699176136,,FALSE
MSTRG.662|SNIP1,0.071449737,2.558945209,0.489177627,0.635469329,0.921376825,-4.67800427,,FALSE
MSTRG.9520|LINC00921|ZNF263,0.071383353,2.703248744,0.2381809,0.816642519,0.965150251,-4.699259986,,FALSE
MSTRG.10370|SF3B3,0.071270287,5.477617037,0.810168323,0.437057251,0.841562152,-4.691997586,,FALSE
MSTRG.9031|CTSH,0.071256835,3.790989858,0.387004283,0.707016539,0.939004725,-4.737375006,,FALSE
MSTRG.27274|ACSL4|KCNE5,0.071142262,4.204964236,0.40760898,0.692314467,0.934964078,-4.762669651,,FALSE
MSTRG.18520|PDHB,0.071104442,6.926582052,0.435148004,0.67287342,0.927569591,-4.761537109,,FALSE
MSTRG.8821|VWA9,0.071053074,3.151290644,0.529874574,0.607983062,0.911637012,-4.698390515,,FALSE
MSTRG.16608|SAMHD1,0.070914063,4.582512959,0.568394357,0.58254483,0.897965415,-4.741609427,,FALSE
MSTRG.3956|DENND5A,0.070913076,4.927517678,0.60629862,0.558086135,0.891651725,-4.742286243,,FALSE
ENSG00000149636,0.070813322,1.345976799,0.215222119,0.83400307,0.971671272,-4.656474849,,FALSE
MSTRG.483|MAP3K6,0.070786445,3.424682631,0.463052115,0.653429904,0.923921033,-4.716093198,,FALSE
MSTRG.24652|INTS10,0.070773016,3.992011114,0.575754344,0.577750434,0.897965415,-4.726431996,,FALSE
MSTRG.2250|PIK3C2B,0.070765544,4.938446121,0.588371181,0.56958201,0.894135314,-4.746473319,,FALSE
MSTRG.14196|MBOAT7,0.070610344,2.406939383,0.371750284,0.717983357,0.942157106,-4.681177673,,FALSE
MSTRG.1608|PRPF3,0.070543616,4.337787576,0.5298633,0.607990591,0.911637012,-4.745589616,,FALSE
MSTRG.12463|MYL12A,0.070519946,9.82153514,0.38495867,0.708483209,0.939581772,-4.737654509,,FALSE
MSTRG.7379|AL136419.6|CHMP4A|IPO4|MDP1|NEDD8|NEDD8-MDP1|RP11-468E2.1|RP11-468E2.2|TM9SF1,0.070467194,6.542385307,0.522511566,0.612910366,0.913050544,-4.752833733,,FALSE
MSTRG.16174|MLPH,0.070425709,1.833641253,0.274682569,0.78925855,0.958756615,-4.671989618,,FALSE
MSTRG.6113|BEST3,0.070415292,5.306056422,0.254790335,0.804147213,0.963164524,-4.80068334,,FALSE
MSTRG.22968|PEX7,0.0704043,2.495913522,0.278453293,0.786446114,0.958367351,-4.694087548,,FALSE
MSTRG.4771|PAK1,0.07039199,5.700407223,0.572182908,0.580074228,0.897965415,-4.749893507,,FALSE
MSTRG.8799|SPG21,0.07034834,4.727308199,0.654750118,0.527682777,0.88078922,-4.72782422,,FALSE
MSTRG.21597|ANXA6,0.07027662,7.431828267,0.690443649,0.505923641,0.871632803,-4.707825889,,FALSE
MSTRG.12998|ADAT3|SCAMP4,0.070261709,3.027467826,0.514147398,0.618532341,0.91431924,-4.693170715,,FALSE
MSTRG.12339|RP11-1055B8.4,0.07010821,0.378387198,0.175437547,0.864304486,0.978341941,-4.639889189,,FALSE
MSTRG.14643|DHX57,0.06985362,3.317263365,0.537669936,0.602788828,0.90817078,-4.704590261,,FALSE
MSTRG.13833|EXOSC5,0.069726448,2.962900264,0.461506195,0.654500166,0.923921033,-4.69019971,,FALSE
MSTRG.5320|RP11-543P15.1,0.069715626,3.459095692,0.434035947,0.673653704,0.927569591,-4.722702054,,FALSE
MSTRG.3095|RP11-104F15.9,0.0696437,0.148263815,0.183002483,0.858523247,0.978119639,-4.636958961,,FALSE
MSTRG.850|SPATA6,0.069567848,1.121264475,0.260906756,0.799560186,0.961066667,-4.651326633,,FALSE
MSTRG.1339|AHCYL1,0.069527472,6.100708275,0.293644732,0.775148497,0.957532002,-4.792053771,,FALSE
MSTRG.11897|RNF43|SUPT4H1,0.069509406,4.940258468,0.526169286,0.610460074,0.911699298,-4.758721318,,FALSE
MSTRG.12380|LRRC45,0.069375272,0.619891649,0.20900263,0.838722643,0.973191278,-4.642107095,,FALSE
MSTRG.10881|TNFSF12|TNFSF12-TNFSF13|TNFSF13,0.069354257,3.400946075,0.299340512,0.770926662,0.955479823,-4.736969435,,FALSE
MSTRG.532|TAF12,0.069171794,3.262767071,0.469128828,0.64923093,0.9224831,-4.706938271,,FALSE
ENSG00000173218,0.069166657,1.428539281,0.274092905,0.789698646,0.958845271,-4.659292285,,FALSE
MSTRG.578|TXLNA,0.069137463,4.9006882,0.693902757,0.503844311,0.870638604,-4.719776273,,FALSE
MSTRG.1306|STXBP3,0.069127631,4.082902425,0.527233037,0.609748417,0.911699298,-4.740026035,,FALSE
MSTRG.23241|FAM20C,0.069097638,4.04062283,0.35662166,0.728926993,0.944133588,-4.758461172,,FALSE
MSTRG.15589|SLC25A12,0.069057994,7.83588789,0.402436733,0.695992708,0.936430416,-4.754913582,,FALSE
MSTRG.22766|CEP57L1,0.069057508,1.753346771,0.279518075,0.785652516,0.958367351,-4.667739916,,FALSE
MSTRG.12415|RAB40B,0.068976753,4.264636055,0.446345088,0.665039764,0.925282547,-4.759885025,,FALSE
MSTRG.7600|ERO1A,0.068911164,3.456943307,0.431647784,0.675330754,0.927636887,-4.721790484,,FALSE
MSTRG.24476|SLC4A2,0.068869118,4.14377265,0.556355911,0.590432986,0.901302381,-4.733401582,,FALSE
MSTRG.20485|CYP4V2|KLKB1,0.068852177,3.795672065,0.325142651,0.75190185,0.949585505,-4.748044549,,FALSE
MSTRG.9880|CLN3|NPIPB7|RP11-435I10.4,0.068701413,2.806081949,0.438902334,0.670242181,0.927287909,-4.693480006,,FALSE
MSTRG.12547|NAPG,0.068686052,4.101113968,0.585619457,0.571358084,0.894980339,-4.730031451,,FALSE
MSTRG.21341|CDKN2AIPNL,0.068625024,4.642449632,0.46768646,0.650226437,0.922987014,-4.765956395,,FALSE
MSTRG.23522|NT5C3A,0.068606508,5.090241688,0.452515686,0.660740689,0.924800072,-4.773739487,,FALSE
MSTRG.27549|RPS4Y1,0.068564088,6.894265834,0.634807283,0.540077688,0.884195458,-4.726193562,,FALSE
MSTRG.14675|THADA,0.068522681,3.15945721,0.483855141,0.639108801,0.922118525,-4.704453599,,FALSE
MSTRG.10831|WSCD1,0.068512435,3.242690894,0.434720932,0.67317303,0.927569591,-4.718665566,,FALSE
ENSG00000139737,0.068482387,0.70836465,0.307025365,0.765242951,0.954132885,-4.644365733,,FALSE
MSTRG.26658|MT-ND2,0.068469559,14.33300639,0.39623642,0.700413003,0.937107833,-4.705409096,,FALSE
MSTRG.17137|BRWD1,0.068360607,5.092661879,0.245584686,0.811065726,0.963472966,-4.801227493,,FALSE
MSTRG.21004|SSBP2,0.068296422,3.740599356,0.477241827,0.643644995,0.9224831,-4.729282119,,FALSE
MSTRG.22358|ZFAND3,0.068275805,5.982143708,0.648028125,0.531841804,0.881051775,-4.730780508,,FALSE
MSTRG.9761|KNOP1,0.068174359,2.952799008,0.510996233,0.620657155,0.914514415,-4.689055882,,FALSE
MSTRG.13766|MED29,0.068087306,3.898783097,0.360194413,0.726336666,0.943806925,-4.758634593,,FALSE
MSTRG.14510|GTF3C2,0.067970065,4.164776926,0.501790015,0.62688586,0.91688648,-4.74538141,,FALSE
MSTRG.3277|BMPR1A,0.067792462,4.518015714,0.57466427,0.578459164,0.897965415,-4.741721746,,FALSE
MSTRG.17989|EAF1,0.067763004,3.15819566,0.458306509,0.65671797,0.923971883,-4.70391553,,FALSE
MSTRG.12118|ABCA6,0.067757662,3.231111241,0.357948613,0.727964501,0.944108768,-4.724594009,,FALSE
MSTRG.13881|SMG9,0.06775676,2.799748655,0.303972946,0.767498786,0.954680945,-4.70204738,,FALSE
MSTRG.24976|MCMDC2,0.067751619,0.90048891,0.172791037,0.866328999,0.978473247,-4.649898421,,FALSE
MSTRG.20890|MRPS27,0.067701641,5.907753679,0.405912195,0.693520213,0.935234687,-4.778669565,,FALSE
MSTRG.19654|RP13-585F24.1,0.0676717,2.095751982,0.387950386,0.706338625,0.938935614,-4.669393271,,FALSE
MSTRG.5803|SMARCD1,0.067644833,3.519714769,0.38633342,0.707497398,0.939065478,-4.737813542,,FALSE
MSTRG.25364|TATDN1,0.067626275,4.365614884,0.513926868,0.618680924,0.91431924,-4.748714254,,FALSE
MSTRG.20494|AHRR|PDCD6,0.06757295,3.831237326,0.502918754,0.626120507,0.916510071,-4.729325643,,FALSE
MSTRG.22734|RTN4IP1,0.06756515,3.846787458,0.406578735,0.693046458,0.93497743,-4.748787266,,FALSE
MSTRG.22138|PPP1R10,0.067556028,4.161913445,0.35136143,0.73274731,0.944978191,-4.768191573,,FALSE
MSTRG.8407|EIF2AK4,0.06746379,4.172070871,0.719239996,0.488773938,0.864704758,-4.700749682,,FALSE
MSTRG.22781|CDK19,0.067414574,2.589012256,0.34042573,0.740714023,0.947089433,-4.695256639,,FALSE
MSTRG.13980|TMEM160,0.067365334,1.050929489,0.29958141,0.770748275,0.955479823,-4.650128671,,FALSE
MSTRG.13336|CTC-425F1.4,0.067289427,0.233015228,0.162226084,0.874420906,0.979237378,-4.634522061,,FALSE
ENSG00000105497,0.067278221,2.455949381,0.397802649,0.699295296,0.936922481,-4.685389762,,FALSE
MSTRG.21682|CTB-63M22.1,0.067183867,6.022348611,0.461538481,0.654477806,0.923921033,-4.769567987,,FALSE
MSTRG.19976|FAM175A,0.067169371,2.877589081,0.284345329,0.782057948,0.958367351,-4.717234942,,FALSE
MSTRG.4523|SF3B2,0.067111224,5.564002565,0.521102727,0.613855485,0.913624135,-4.761192021,,FALSE
ENSG00000148158,0.06704386,1.802195274,0.25372365,0.804947983,0.963164524,-4.668268061,,FALSE
MSTRG.11984|INTS2,0.067024457,2.890730508,0.307071706,0.765208722,0.954132885,-4.707739972,,FALSE
MSTRG.27076|TAF1,0.067001853,4.621226704,0.551261164,0.593788405,0.90200321,-4.749380507,,FALSE
MSTRG.18964|EPHB1,0.066836454,2.177722317,0.306785588,0.765420071,0.954132885,-4.678646404,,FALSE
MSTRG.437|TMEM57,0.06682588,4.981497087,0.529427951,0.608281357,0.911642733,-4.759102221,,FALSE
MSTRG.21309|RAD50,0.066823897,4.931045648,0.371274415,0.718326584,0.942175734,-4.784799657,,FALSE
MSTRG.25272|DCAF13,0.066645413,3.239148835,0.498519447,0.629106127,0.917734683,-4.70139003,,FALSE
MSTRG.1517|NBPF10|NOTCH2NL|RP11-458D21.5,0.066593899,2.585575148,0.17796435,0.862372509,0.978341941,-4.696230273,,FALSE
MSTRG.11515|KRT31,0.066496479,0.88134716,0.1084997,0.915786687,0.987459618,-4.651074089,,FALSE
MSTRG.21360|MTND5P11,0.066482965,3.942554722,0.152419578,0.881945578,0.979828386,-4.790165381,,FALSE
MSTRG.22133|GNL1,0.066272819,4.583999281,0.507744354,0.622853734,0.915261617,-4.754932771,,FALSE
MSTRG.5483|RPL13AP20,0.06627224,4.063304278,0.457196304,0.65748831,0.924453193,-4.745845663,,FALSE
MSTRG.12386|DUS1L,0.066182897,5.052464961,0.59889887,0.562815314,0.892616286,-4.744347522,,FALSE
MSTRG.8757|USP3,0.066089151,2.612916349,0.474573163,0.645479863,0.9224831,-4.683296896,,FALSE
MSTRG.22668|ORC3,0.066076077,4.095429593,0.573821202,0.579007624,0.897965415,-4.728952306,,FALSE
MSTRG.25984|SEMA4D,0.066049505,6.029345178,0.360180833,0.726346505,0.943806925,-4.784974094,,FALSE
MSTRG.4822|PCF11|RP11-727A23.4,0.066028002,5.380240248,0.473933934,0.645919744,0.9224831,-4.770416822,,FALSE
MSTRG.16578|CPNE1|NFS1|RBM12|RP1-309K20.6,0.065939841,6.045826758,0.678847961,0.512932068,0.875742622,-4.724073431,,FALSE
MSTRG.25818|ZCCHC7,0.065889013,2.012003134,0.340761346,0.74046904,0.94705473,-4.668087816,,FALSE
MSTRG.20867|PIK3R1,0.065809788,5.531838481,0.284194228,0.782170383,0.958367351,-4.796194751,,FALSE
MSTRG.22972|IFNGR1,0.065737456,4.799200289,0.547750757,0.596106245,0.904181568,-4.751709776,,FALSE
MSTRG.3708|EBF3,0.065730857,3.432977627,0.420665659,0.683066737,0.931243986,-4.727323446,,FALSE
MSTRG.24057|PMPCB,0.065685488,5.350517795,0.500378483,0.627843618,0.917067439,-4.765617338,,FALSE
MSTRG.24598|MSRA,0.065656838,2.323010983,0.369677029,0.719479201,0.942478925,-4.679634684,,FALSE
MSTRG.19290|MCF2L2,0.065652518,1.973503388,0.081011348,0.937062021,0.991920306,-4.663004757,,FALSE
MSTRG.6145|NAP1L1,0.065647326,6.630400341,0.657355006,0.526076261,0.880419992,-4.723864629,,FALSE
MSTRG.20941|ZBED3,0.065625929,2.808357154,0.278043745,0.786751424,0.958367351,-4.710423579,,FALSE
MSTRG.5987|SHMT2,0.065578664,4.666542721,0.481040747,0.641037348,0.922285629,-4.757392016,,FALSE
MSTRG.17789|GRAMD4,0.065466474,3.630647388,0.365652391,0.722386512,0.942478925,-4.735763405,,FALSE
MSTRG.16716|ELMO2,0.065396869,4.617597467,0.639232228,0.537312963,0.883401835,-4.730853297,,FALSE
ENSG00000197928,0.065287799,1.636096081,0.248899997,0.808572094,0.963269419,-4.665478697,,FALSE
MSTRG.15061|AC125232.1,0.065157872,1.544978226,0.269491641,0.793135466,0.959848319,-4.6638199,,FALSE
MSTRG.9630|CLEC16A,0.064945145,4.091942004,0.647603525,0.532105157,0.881051775,-4.714102695,,FALSE
MSTRG.15150|INPP4A,0.064843982,4.042521318,0.428358341,0.677643775,0.928564741,-4.75509511,,FALSE
ENSG00000137462,0.064842604,0.288148069,0.227951849,0.82436508,0.968209184,-4.63537737,,FALSE
MSTRG.7305|HNRNPC,0.064645033,6.329517041,0.564512224,0.585082354,0.898536785,-4.747323329,,FALSE
MSTRG.26664|MT-CO1,0.064633633,15.75170461,0.397022049,0.699852261,0.936922481,-4.698212747,,FALSE
MSTRG.7127|FARP1,0.064584015,5.3735201,0.287413321,0.779776193,0.958367351,-4.797241031,,FALSE
MSTRG.25303|EIF3E,0.064557217,6.989784399,0.493213903,0.632716139,0.919313937,-4.75230705,,FALSE
MSTRG.17097|MEMO1P1,0.064497608,1.160656293,0.30244508,0.768628787,0.955145111,-4.652134291,,FALSE
MSTRG.27075|ITGB1BP2,0.064494149,4.4288106,0.398679046,0.698670203,0.936754024,-4.7687639,,FALSE
MSTRG.16712|CD40,0.06440957,1.800520114,0.354191589,0.730690905,0.944435801,-4.664263138,,FALSE
MSTRG.18996|CEP70,0.064148842,3.657718973,0.427864085,0.677991624,0.928564741,-4.735331667,,FALSE
MSTRG.15511|WDSUB1,0.064076892,2.064333613,0.374366773,0.71609736,0.941552952,-4.671373413,,FALSE
MSTRG.12610|ABHD3,0.064037352,3.000582283,0.413001101,0.688488799,0.933302724,-4.698777438,,FALSE
MSTRG.13798|CTC-425O23.5|PLD3,0.063983402,5.267049517,0.474499597,0.64553048,0.9224831,-4.769791878,,FALSE
MSTRG.24382|SSBP1|TAS2R6P,0.063871477,4.946434931,0.527833278,0.609347041,0.911699298,-4.758004964,,FALSE
MSTRG.1921|RGS5,0.063866054,8.209032049,0.479250811,0.642265355,0.922424392,-4.738863162,,FALSE
MSTRG.10259|TMEM208,0.063796183,1.687113075,0.260887783,0.799574402,0.961066667,-4.664593491,,FALSE
MSTRG.20876|RAD17,0.063754899,4.416862589,0.491126894,0.634138979,0.920381274,-4.755983658,,FALSE
MSTRG.18137|LRRFIP2,0.063728172,6.524916506,0.499623767,0.628356009,0.917368406,-4.756331465,,FALSE
MSTRG.6543|PRKAB1,0.063615998,3.020509883,0.455672666,0.658546206,0.924800072,-4.70010377,,FALSE
MSTRG.25703|DDX58,0.063609832,3.265010417,0.433169326,0.674262058,0.927569591,-4.719998025,,FALSE
MSTRG.16442|RPL41P1,0.063503525,3.214814655,0.431383978,0.675516122,0.927699195,-4.70953579,,FALSE
MSTRG.8367|HNRNPLP2,0.063455025,1.305962546,0.320750251,0.755128614,0.950716744,-4.653015504,,FALSE
MSTRG.4439|PLCB3,0.06335933,2.643124837,0.269712522,0.792970377,0.959848319,-4.696308344,,FALSE
MSTRG.25715|BAG1,0.063349214,5.917484559,0.493869333,0.632269617,0.919119457,-4.763596002,,FALSE
MSTRG.16036|AC053503.6,0.063278524,5.153792592,0.372873033,0.717173821,0.941790396,-4.786467406,,FALSE
MSTRG.17494|GATSL3|RP1-130H16.18|TBC1D10A,0.063276576,1.626980407,0.199107784,0.846245016,0.97479911,-4.66300466,,FALSE
MSTRG.24486|SMARCD3,0.0632648,6.286433355,0.494071928,0.632131628,0.919072837,-4.760515704,,FALSE
MSTRG.23226|ERMARD,0.063255112,3.233737109,0.389689909,0.705092904,0.938664959,-4.723185908,,FALSE
MSTRG.14767|AC093110.3,0.063224218,0.844523332,0.247387709,0.809709293,0.963472966,-4.648304966,,FALSE
MSTRG.25065|MRPS28|RP11-26J3.4|TPD52,0.063054236,5.093423887,0.450550438,0.662108485,0.924800072,-4.773882661,,FALSE
MSTRG.8966|CTD-2323K18.1|PTPN9|SNUPN,0.06303185,4.111117844,0.49402128,0.632166123,0.919072837,-4.744602477,,FALSE
ENSG00000001461,0.062858621,3.065374938,0.309609267,0.763335168,0.953650189,-4.721725125,,FALSE
MSTRG.16327|GPCPD1,0.062593008,4.431681138,0.420426691,0.683235504,0.931243986,-4.761689269,,FALSE
MSTRG.20157|AC004057.1,0.062482642,3.478779124,0.272536023,0.790861001,0.959226869,-4.742347104,,FALSE
ENSG00000246922,0.062481579,1.922409816,0.087542519,0.932001663,0.990583745,-4.678870904,,FALSE
MSTRG.3694|BCCIP,0.062414921,5.172770421,0.61912498,0.549942154,0.887688865,-4.740613313,,FALSE
MSTRG.10298|DDX28,0.062396995,3.570500183,0.207752085,0.839672421,0.973677996,-4.74508043,,FALSE
MSTRG.17816|MAPK11,0.062364633,2.286580208,0.331808605,0.747014487,0.948510558,-4.676261639,,FALSE
MSTRG.22821|HDAC2,0.062343535,4.911097577,0.462098433,0.654090054,0.923921033,-4.770044433,,FALSE
MSTRG.25361|TRMT12,0.062250804,2.74489627,0.436675919,0.671802011,0.927569591,-4.688813921,,FALSE
MSTRG.17630|TMEM184B,0.062127249,4.588747899,0.550298235,0.594423729,0.902542129,-4.746142527,,FALSE
MSTRG.23898|SAMD9L,0.061981735,3.390605072,0.512928072,0.61935409,0.91431924,-4.71908031,,FALSE
ENSG00000151422,0.061940893,2.353144491,0.400670719,0.697250516,0.936527502,-4.677226332,,FALSE
MSTRG.27351|RP11-349N19.2,0.061908246,1.419599424,0.332107634,0.746795518,0.948456843,-4.655442869,,FALSE
MSTRG.26846|TBCAP1,0.061901611,0.69682475,0.266888386,0.795081985,0.960119779,-4.64080191,,FALSE
MSTRG.7122|RAP2A,0.061895353,4.431644757,0.386399141,0.707450285,0.939065478,-4.772802185,,FALSE
MSTRG.20|MTND2P28,0.061827848,12.1706974,0.332715845,0.746350219,0.948124633,-4.72484436,,FALSE
MSTRG.26438|ASB6,0.061784974,3.254392726,0.174361527,0.86512749,0.978341941,-4.736516681,,FALSE
MSTRG.12748|PIAS2,0.061761757,4.836149821,0.376491515,0.714567296,0.941013006,-4.782982463,,FALSE
ENSG00000130224,0.061752336,0.061501477,0.206886524,0.840329967,0.973840952,-4.634995251,,FALSE
MSTRG.18490|FAM208A,0.06163794,3.390617728,0.315782397,0.758784096,0.952316781,-4.732946067,,FALSE
MSTRG.26489|RPL7A|SNORD24|SNORD36A|SNORD36B|SNORD36C,0.061582089,8.413850652,0.459686035,0.655761345,0.923921033,-4.740934577,,FALSE
MSTRG.15030|MAT2A,0.061550124,7.547664794,0.533529655,0.605544713,0.909978906,-4.739311048,,FALSE
MSTRG.18622|GBE1,0.06147025,6.451706044,0.418391706,0.684673419,0.932315085,-4.771121214,,FALSE
MSTRG.2130|RNU6-1240P|TPR,0.061444518,5.866704247,0.516105243,0.617214035,0.91431924,-4.760032493,,FALSE
MSTRG.4177|C11orf74,0.061416519,3.420885001,0.43370073,0.673888992,0.927569591,-4.718671378,,FALSE
MSTRG.20191|BBS7,0.061396648,2.088264433,0.139521073,0.891861502,0.982059261,-4.679452354,,FALSE
MSTRG.14500|OST4,0.061376088,5.687096348,0.468201856,0.649870633,0.92281343,-4.770494158,,FALSE
MSTRG.3851|AC123788.1|ZNF195,0.061245732,2.96184839,0.356246901,0.729198911,0.944133588,-4.707892221,,FALSE
MSTRG.16259|RBCK1,0.061213025,4.548520108,0.393465368,0.702392349,0.937503552,-4.772515904,,FALSE
MSTRG.18600|RYBP,0.06117682,3.197614102,0.46769178,0.650222764,0.922987014,-4.700690481,,FALSE
MSTRG.19293|LINC00888|SNORA63,0.061116013,3.36488252,0.367384314,0.721134835,0.942478925,-4.732163171,,FALSE
MSTRG.20430|TENM3,0.061094264,2.728571317,0.29263818,0.775895382,0.957682501,-4.705611784,,FALSE
MSTRG.12576|SEH1L,0.061054983,3.901903173,0.602150014,0.560734749,0.89211371,-4.716132323,,FALSE
MSTRG.20795|CTD-2031P19.4,0.061015488,2.993225886,0.399784974,0.697881734,0.936527502,-4.70249732,,FALSE
MSTRG.27056|STARD8,0.060987633,3.315025325,0.430217856,0.676335795,0.928329494,-4.722811682,,FALSE
MSTRG.3974|RP11-1H15.1|SBF2,0.060885253,3.71433589,0.488428505,0.635980959,0.921610931,-4.729374935,,FALSE
MSTRG.11878|MRPS23,0.060693099,4.293195276,0.52133179,0.613701767,0.913624135,-4.746320523,,FALSE
MSTRG.2355|MORF4L1P1,0.060665652,2.626303373,0.412782508,0.68864371,0.933302724,-4.687278683,,FALSE
MSTRG.4479|AP003068.23,0.060616365,3.736602024,0.470123385,0.64854492,0.9224831,-4.743779358,,FALSE
ENSG00000147459,0.060596949,2.481885712,0.343641287,0.738368075,0.946278775,-4.691479715,,FALSE
ENSG00000149346,0.060575018,0.888381127,0.279701429,0.785515886,0.958367351,-4.645453369,,FALSE
MSTRG.17330|MED15,0.060557187,4.47543688,0.378361105,0.71322207,0.94060547,-4.771121637,,FALSE
MSTRG.6985|PHF11,0.060547702,2.818761272,0.329863656,0.748439283,0.948952281,-4.705387829,,FALSE
MSTRG.723|ZMPSTE24,0.060464277,3.765740918,0.446403782,0.664998811,0.925282547,-4.733687794,,FALSE
MSTRG.3904|ILK,0.060349541,5.401818927,0.444119696,0.66659335,0.925704834,-4.775415031,,FALSE
ENSG00000205060,0.060326112,2.44138169,0.239739177,0.815467863,0.964995482,-4.697653532,,FALSE
MSTRG.8368|GOLGA8B,0.06028718,4.873849153,0.339507203,0.741384661,0.947261605,-4.78689581,,FALSE
MSTRG.19336|RPL4P4,0.060269934,5.800749276,0.542527936,0.599563574,0.906375268,-4.755828266,,FALSE
MSTRG.21721|ATP6V0E1,0.060119626,5.124898643,0.50977705,0.621480231,0.914698343,-4.763222098,,FALSE
MSTRG.14393|ODC1,0.06005928,6.202802093,0.451119463,0.661712314,0.924800072,-4.769595181,,FALSE
MSTRG.10787|MINK1,0.060031743,4.415747367,0.471170308,0.647823164,0.9224831,-4.759047325,,FALSE
MSTRG.26952|TFE3,0.060022506,4.185024746,0.42500889,0.680002617,0.929338171,-4.75470958,,FALSE
